"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HGFAC",-1.02859173296645,16.3573769854455,-1.41834621708926,0.158387267761152,0.590502955194141,-4.44123407077561
"TMC4",831.357415026616,9458.25407226003,1.41818107791576,0.158435375307199,0.590502955194141,-4.44135576525275
"TWSG1",-62.4118839504679,1007.55997332712,-1.41803852678709,0.158476911607932,0.590502955194141,-4.44146080322925
"PWP2",-85.5884814859112,761.051668799496,-1.41800219308544,0.15848749979191,0.590502955194141,-4.44148757389204
"ITGAX",-720.944226356398,8098.37712861553,-1.41795697020057,0.158500679173255,0.590502955194141,-4.44152089318613
"ANKRD13C",-78.7753625650553,2582.00388049143,-1.41766620846312,0.158585436393355,0.590502955194141,-4.44173509618731
"TRA2A",-253.17645989112,7773.5246905161,-1.41765888579356,0.158587571403667,0.590502955194141,-4.44174049022593
"C4orf51",0.551235269486155,4.1816979874065,1.4175637626756,0.158615307665118,0.590502955194141,-4.44181055757313
"ADAMTS20",-0.717143028055266,2.58045765729104,-1.4174761974374,0.158640843461148,0.590502955194141,-4.44187505383664
"SRL",-19.6518293952265,194.524633645369,-1.41740658340009,0.158661146568626,0.590502955194141,-4.44192632540526
"SDK1",-81.7147339833687,1138.12132164513,-1.41738950142552,0.158666128872949,0.590502955194141,-4.44193890611509
"FHIT",-50.4827282407135,825.558426111974,-1.41736009284461,0.158674706762545,0.590502955194141,-4.44196056491195
"AUTS2",118.741861338759,6476.73896889307,1.41733111226145,0.158683160161058,0.590502955194141,-4.44198190807688
"KMT2B",-357.441517975731,16659.9808238866,-1.41720558832242,0.158719778444679,0.590525549825354,-4.44207434715587
"TEX38",0.372195968176108,2.4911041646927,1.41692483430612,0.158801704399518,0.590716672975079,-4.4422810733278
"CHAT",-25.6056861877132,486.220651652303,-1.41652417423374,0.15891867580742,0.591038060929021,-4.4425760214429
"MIOS",-137.793851588206,3127.26706774388,-1.41625351480262,0.15899773125488,0.59104803116298,-4.44277522369987
"E2F6",-36.3065219836094,1137.29297200848,-1.4161925624436,0.159015538649927,0.59104803116298,-4.44282007891645
"ZNF43",-62.1577288987257,1533.09432677867,-1.41608204357912,0.159047830924307,0.59104803116298,-4.44290140571837
"PPP4R3B",-343.520224920767,12233.6245032724,-1.41586981635067,0.159109855219647,0.59104803116298,-4.44305755896704
"ZNF644",-142.229973739305,3282.05757146818,-1.41585573144918,0.159113972245776,0.59104803116298,-4.44306792160972
"TNNC2",55.979905963989,862.043657056129,1.41585323414108,0.159114702219112,0.59104803116298,-4.44306975893648
"NBPF26",-213.721932583596,2896.24352087717,-1.41569648329541,0.159160526257976,0.59104803116298,-4.4431850779175
"HEPHL1",0.611533169827121,1.46473125613203,1.41560039990264,0.159188619959201,0.59104803116298,-4.44325575882602
"TP53TG3",0.318573906801458,0.438692436433212,1.41557338794029,0.159196518635715,0.59104803116298,-4.44327562855122
"XPNPEP2",-4386.13389866616,167533.799151343,-1.41520323522682,0.159304786686134,0.591259907749228,-4.44354787257641
"SCGN",44.8745578752172,939.765905361866,1.41516916189331,0.159314755817594,0.591259907749228,-4.4435729297853
"NPFF",-19.0530353532324,507.966060571236,-1.41502415869937,0.159357185999648,0.591303861755315,-4.44367955731366
"TPST1",-50.8604395525508,509.079346086789,-1.41484114807157,0.159410750084622,0.591389103940877,-4.44381411853304
"CADPS2",68.678115929893,2371.58718419817,1.41427594364747,0.159576262706973,0.591699324051164,-4.44422958813434
"DNAH11",-3.38950481545733,42.890489384686,-1.41418933669336,0.159601636013199,0.591699324051164,-4.44429323700443
"GPR174",-151.947943291257,2163.25739018674,-1.4141671963205,0.159608122990499,0.591699324051164,-4.44430950772864
"ZRANB2",-201.983177543817,5808.64858227714,-1.41402996257672,0.159648336033968,0.591699324051164,-4.44441035390668
"PI4K2A",-146.599382664349,6385.8555914998,-1.41398686855443,0.159660965297683,0.591699324051164,-4.44444201960449
"SEPTIN11",-328.577261470353,14578.4951032111,-1.41392869727866,0.159678014358314,0.591699324051164,-4.44448476267685
"CKMT1A",-540.425415505139,18341.3135741439,-1.41369519818663,0.159746463177673,0.591733819553641,-4.44465631613342
"ZNF226",-82.4062200155518,2829.19876266871,-1.41356626545334,0.159784268627253,0.591733819553641,-4.4447510323165
"EIF2D",-152.838967039541,4966.81163860164,-1.41348077897423,0.159809338607193,0.591733819553641,-4.44481382758266
"CYB561A3",-571.4942681103,13526.1192481603,-1.41341421786716,0.159828860567366,0.591733819553641,-4.44486271844042
"CD58",-63.1799968893936,2008.40226187818,-1.41321000533192,0.159888766217192,0.591733819553641,-4.44501270408786
"TMC8",-1449.42523849972,16897.014615969,-1.41318683096189,0.159895565492054,0.591733819553641,-4.44502972339221
"PROK1",-0.52258180295507,4.88037833771209,-1.41315778766056,0.159904087001881,0.591733819553641,-4.44505105247442
"OR3A3",-0.351904767601841,0.502847372031356,-1.41306199504096,0.159932195694588,0.591733819553641,-4.44512139855065
"ATG16L2",-385.792319196014,9943.14768426039,-1.41252366198714,0.160090230519576,0.592205192576433,-4.44551664283803
"TMEM225B",-3.1840043069929,62.8452263943912,-1.41234363875302,0.1601431053593,0.592227158378387,-4.44564878378816
"MISFA",1.20739367111324,9.97692807138501,1.41210697071081,0.160212637722522,0.592227158378387,-4.44582247872685
"MAGI2",-13.9221000777651,407.304791445747,-1.41209450157529,0.160216301757075,0.592227158378387,-4.44583162927736
"LLGL2",630.010813602887,33810.4658509686,1.41202487747221,0.160236761860234,0.592227158378387,-4.44588272192498
"CCBE1",-9.42083950469565,88.230390205521,-1.4118732222423,0.160281334971964,0.592227158378387,-4.44599400359003
"CSNK2A2",-195.349788119872,6693.11365685484,-1.41166854033302,0.160341508223328,0.592227158378387,-4.44614417706328
"RMND5A",-265.159755697796,10305.5557078799,-1.41161703717497,0.160356652057442,0.592227158378387,-4.44618196123511
"NCBP1",-160.213104444572,5911.63808312968,-1.41154592462058,0.160377563576232,0.592227158378387,-4.44623412924538
"SH3GL2",4.72707926063289,83.4059804093827,1.41146901594045,0.160400181862609,0.592227158378387,-4.446290546449
"ATP13A3",-231.860753424658,6162.98102979702,-1.41138191547516,0.160425800422945,0.592227158378387,-4.44635443639504
"PCDHA3",-2.64202644015071,27.3156098019019,-1.41134305851141,0.160437230296665,0.592227158378387,-4.44638293754343
"ISG15",319.076300771666,4983.33387747295,1.41125279772488,0.160463783136043,0.592227158378387,-4.44644913992228
"TRAT1",-28.3702697852483,359.784127362373,-1.41105110603392,0.160523128757719,0.592333102718883,-4.44659705739855
"UCK2",-232.603047436758,9890.05372351106,-1.41026792919534,0.160753729172935,0.592860907085267,-4.44717123496996
"BNIP2",-162.036902733742,4369.88729176122,-1.4101679870815,0.160783174562012,0.592860907085267,-4.44724448448796
"ZKSCAN5",-52.693680923609,2100.14733682963,-1.41015925680712,0.160785746909866,0.592860907085267,-4.44725088283975
"ADGB",0.361727582700244,1.43502199998341,1.41007470485719,0.16081066150249,0.592860907085267,-4.44731284835983
"ALDH6A1",-224.638687623376,6501.8204594772,-1.4099972220204,0.16083349565685,0.592860907085267,-4.44736963002149
"CIAO1",-261.045217204022,11812.6489933304,-1.40994065154969,0.160850168511392,0.592860907085267,-4.44741108461058
"ERFL",-31.9301410540164,349.260565876164,-1.40947986955198,0.160986022664991,0.592870022031037,-4.44774868430561
"HSFX1",-10.7791226894775,139.164989140388,-1.4094720241575,0.160988336511844,0.592870022031037,-4.44775443145149
"ZNF585A",-39.8124960220123,1405.27543926743,-1.40937410263402,0.161017218702167,0.592870022031037,-4.44782616131365
"KDM5A",-264.623892325175,9729.30112846139,-1.40936047149104,0.161021239554579,0.592870022031037,-4.44783614607421
"HIPK3",-245.817554345867,6936.01806737274,-1.40935204229154,0.161023725999793,0.592870022031037,-4.44784232038464
"AOAH",-170.70895782736,2660.53575919482,-1.40922213800469,0.161062048874154,0.592870022031037,-4.4479374695989
"GRAPL",-365.301884429026,3584.86105038798,-1.40918595791484,0.161072723549919,0.592870022031037,-4.44796396843905
"SLC34A1",0.863492253394787,11.9688345575923,1.40899225672605,0.161129882885956,0.592870022031037,-4.44810582701566
"MEOX2",-9.29585786923481,70.0961129266987,-1.408878595214,0.161163430503654,0.592870022031037,-4.44818905921941
"COL18A1",-0.978862714601903,3.52218970068059,-1.40886563420278,0.161167256333082,0.592870022031037,-4.44819854991772
"APOC2",-125.234868397433,4410.48280826546,-1.40864797719564,0.161231514660327,0.592870022031037,-4.448357916737
"GSDMC",-1.89168678590657,15.1840417739885,-1.40859187250909,0.161248081476143,0.592870022031037,-4.4483989923442
"GNA12",-241.582792606329,5331.97834919085,-1.40844076998915,0.161292706096558,0.592870022031037,-4.44850961038895
"MYO1H",-0.416522103248186,2.49428506930967,-1.40836564931453,0.161314894752721,0.592870022031037,-4.4485645999635
"KIFC2",-260.622044625241,11470.0077424939,-1.40828975818741,0.161337313346929,0.592870022031037,-4.44862015067071
"ANKRD30B",2.066079799007,31.1550205407407,1.40826940426008,0.161343326396921,0.592870022031037,-4.44863504882958
"TJP3",504.673595023007,22552.1999226008,1.40812794057091,0.161385122972764,0.592910907888534,-4.4487385881889
"HSD11B1",8.71398025961602,75.2029835047063,1.40800284712026,0.161422089718409,0.592934037324015,-4.44883013763315
"PCNP",-225.240596757785,6129.08105838717,-1.4078107328825,0.161478874569181,0.593029939812199,-4.44897072097247
"NPR1",-67.4490657414605,586.127461234663,-1.40749005243414,0.161573694811027,0.593131060531014,-4.44920534422822
"IPCEF1",-71.9782994556426,1068.00590513525,-1.40739883990818,0.161600672705507,0.593131060531014,-4.44927206978707
"TIGD1",-24.628966919901,746.208281745188,-1.407354297791,0.16161384816036,0.593131060531014,-4.44930465259733
"IRAK2",-71.0020903272093,2273.66815654985,-1.4073026231256,0.161629134433964,0.593131060531014,-4.44934245166977
"ZNF486",-27.8555274271702,404.540796568378,-1.40716847824732,0.161668821996799,0.593164104543959,-4.44944056999201
"ATN1",-350.088811150286,20212.8236838391,-1.40693809084962,0.161737000842693,0.593207313196565,-4.44960906260968
"CAND2",-14.0147414009694,206.419570832873,-1.40692130498629,0.161741969162999,0.593207313196565,-4.44962133783058
"NFATC1",-267.810029550753,2481.54549390913,-1.40602388678125,0.162007758808626,0.593672083569689,-4.45027740059409
"MAGED4",-105.585185021232,1555.38267777633,-1.40602000235355,0.162008909989266,0.593672083569689,-4.4502802394562
"ZNF250",-35.6795439373118,1478.94705735758,-1.40601068607679,0.162011670966448,0.593672083569689,-4.45028704805407
"CEP85",-57.4436020817093,2177.74551149208,-1.4059054718402,0.162042854811419,0.593672083569689,-4.45036393858755
"OCRL",-148.238917030557,7610.47732661843,-1.40577788819745,0.162080674741123,0.593672083569689,-4.45045716928536
"CSNK1E",-185.905566967752,5509.3057631739,-1.40577192353904,0.162082443024133,0.593672083569689,-4.45046152771221
"GJB6",-1.87146880421124,13.751863913172,-1.40576782867009,0.162083656997766,0.593672083569689,-4.45046451985769
"ST8SIA4",-115.058826882815,1399.85497907589,-1.40557238586154,0.162141606461005,0.593676796080606,-4.45060732139332
"ZNF230",-23.7003260154332,732.61622215857,-1.40549740759392,0.162163841970048,0.593676796080606,-4.45066209969738
"TMEM88B",-1.10182592570439,11.5316059760836,-1.40545279884517,0.162177072217136,0.593676796080606,-4.45069468903479
"TLR6",-188.608526051327,1796.99276206222,-1.40532568918953,0.162214775441272,0.593702392811563,-4.45078754474718
"CHST5",510.397882873767,19753.9221288919,1.40493758507221,0.162329936142663,0.594011418798024,-4.45107101148153
"CIP2A",-30.951051923192,545.139503438303,-1.40365936711833,0.162709658062662,0.595132625517229,-4.45200407691413
"POU2F3",-18.4901199976068,411.719766439514,-1.40351121862178,0.162753712508835,0.595132625517229,-4.45211216881874
"FMO3",-9.14746808637907,51.4059198547394,-1.40337113116213,0.162795378237604,0.595132625517229,-4.45221436919012
"FBXO24",-5.8299895914335,109.440741809662,-1.40336548237509,0.162797058507409,0.595132625517229,-4.45221849004026
"ZMYM5",-33.5482916791266,1075.48192844384,-1.40324809565523,0.162831978972311,0.595132625517229,-4.45230412130423
"MFGE8",-539.713679248672,4866.11780799256,-1.40319168405717,0.162848762453167,0.595132625517229,-4.45234526999616
"PREX2",-38.2903449183464,663.249328106054,-1.40317801567668,0.162852829244575,0.595132625517229,-4.45235523997658
"CHST4",-3.23854758628946,30.3048794356372,-1.40284409269792,0.162952206340717,0.595132625517229,-4.45259878094775
"LARP1",-525.668264880045,27282.6991896784,-1.40271053406136,0.16299196698188,0.595132625517229,-4.45269617409646
