"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CLCN1",288.983989471792,1408.95322818548,4.97416920058707,1.95216029048568e-06,0.0016408331624204,0.824009089362479
"SLC6A9",611.059894957238,4508.2494659521,4.95207218925189,2.14940649642418e-06,0.00170828038172052,0.778639465052723
"RARRES1",2261.61693031047,8755.02074114729,4.94429850349049,2.22329518092131e-06,0.00170828038172052,0.762704218936631
"PLAAT2",624.640151223309,4597.86410132524,4.93299309118112,2.33517083208226e-06,0.00170828038172052,0.739553305013096
"HYPK",39.7385442364059,189.354711085223,4.92804223364158,2.38586645491692e-06,0.00170828038172052,0.729424059452937
"PF4",4.9999439492732,16.3291325042168,4.91129577436547,2.56538801056327e-06,0.00177121717929318,0.695202252310266
"TMEM217B",2.82036250523419,3.74306800979291,4.89493442835788,2.75340611862912e-06,0.00183547748570131,0.661828476377789
"CCDC120",294.67470114255,592.431682896776,4.88569759588269,2.86538653369032e-06,0.00184645508231004,0.643014033746908
"ALDH3B2",2.63943291260394,10.0810616361945,4.83030858981635,3.63552141101381e-06,0.00226715806186191,0.530602450516906
"ADGRF1",131.420260573069,297.539387080942,4.80618557429313,4.03049349235071e-06,0.00243492188106637,0.481867139321539
