"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LAIR1",58.4110080676495,-0.524925016209903,0.369874754037523,-1.41919666178852,0.155841688929417,0.545774275536417
"ADAT3",39.4211523148514,0.307169018151415,0.216457741666235,1.4190715277121,0.15587816380314,0.545787015077312
"GPR180",119.224030337315,-0.185657950458359,0.130849557883946,-1.41886570700548,0.155938171816796,0.545862174397249
"STPG1",72.4928983562115,0.207767292489621,0.146441570163091,1.41877263579072,0.155965312930181,0.545862174397249
"RBL2",758.742347026216,-0.125421743753104,0.0884304983818422,-1.41830868363462,0.156100662561191,0.546105896112303
"SLC23A3",337.55109327615,0.381364420978514,0.268877419999356,1.41835793046299,0.156086291465733,0.546105896112303
"TNFRSF19",10.3256789621271,-0.383279931200268,0.270262423720095,-1.41817691828747,0.156139118955897,0.546125483199907
"C1orf115",2378.86683718381,0.23395326044122,0.164994296640518,1.41794756064173,0.156206075308213,0.546244724952202
"ANKRD49",208.065869535428,-0.113309561097633,0.0799603613491132,-1.41707164882503,0.156461980584081,0.546761646241264
"ASAP1",322.904960176463,-0.152393124553949,0.107567662598588,-1.41671875052856,0.156565172710174,0.546761646241264
"FANCG",109.154074461373,-0.215076401587687,0.151813129698397,-1.41671805340535,0.156565376609282,0.546761646241264
"FBXO11",431.412194728645,-0.109644434785925,0.07737533488982,-1.41704633578718,0.156469380733167,0.546761646241264
"KIF20A",70.1333761351378,-0.321213172014624,0.226673043152591,-1.4170770707763,0.156460395536319,0.546761646241264
"TAF6L",73.5665508262145,-0.301967742288614,0.213112854065378,-1.4169381927379,0.156500998841038,0.546761646241264
"UBR7",276.164338426393,0.105537273717065,0.0744975749989596,1.416653813477,0.156584166783492,0.546761646241264
"PRR15",1053.99744799784,0.258202627650425,0.182297322359172,1.41638189913563,0.156663720647512,0.546809680991664
"SRD5A1",205.287364754077,0.149253193282331,0.105370959765633,1.41645471972829,0.156642412553197,0.546809680991664
"SKI",376.452212214655,-0.201416804908064,0.142234263930203,-1.41609201146429,0.156748566711426,0.546990956815162
"ZAP70",159.169404491096,-0.629472397155668,0.44455078465702,-1.41597409987999,0.156783087748158,0.546996578812371
"ALKAL1",1.97532733517288,-0.5673554801268,0.400810545728859,-1.41552034040193,0.156915988926752,0.547118363240865
"SLMAP",618.209181880565,0.154853732877815,0.109392889374145,1.41557402646332,0.156900260414432,0.547118363240865
"TGFBI",751.624713169863,0.282169016032325,0.199339792703276,1.41551775591712,0.156916746138572,0.547118363240865
"GMFB",599.222295366173,0.173267349195052,0.122431327042279,1.41522070683117,0.157003795124617,0.547307063499635
"SERPINB6",1503.06217344346,0.154965708503184,0.109533551743372,1.41477844949514,0.15713346459449,0.547644226258131
"ANKRD34B",5.54143398012347,-0.8079574112224,0.57152228594381,-1.41369362331714,0.157451878447619,0.548526688231417
"HSD17B10",350.82561718466,0.187191090850212,0.132444593812897,1.41335395776633,0.157551676169712,0.548526688231417
"KCNJ2",47.1498800470733,-0.275730719614789,0.19506400244235,-1.41353974163572,0.157497084753625,0.548526688231417
"LYPD1",40.021364516022,0.822891377682083,0.582093282529312,1.41367612783033,0.157457017656405,0.548526688231417
"PDSS2",256.805119067548,0.12350861357174,0.0873804183634282,1.41345871174533,0.157520893112195,0.548526688231417
"NPAT",285.298340834715,-0.15012738810497,0.106229843544433,-1.41323175386375,0.157587592830695,0.548536833599788
"URGCP",451.38056436433,0.226158724366337,0.160055326522476,1.41300342375409,0.157654717419087,0.548655581704907
"AMIGO2",62.5924616449091,-0.248023223641844,0.175561896916542,-1.41273948389694,0.157732337567741,0.548810798139715
"PRICKLE1",67.28749054458,-0.318460616531285,0.225445805753523,-1.41258168661365,0.15777875684708,0.548857412631922
"FHIP2B",341.032773042355,-0.158028813413244,0.111905643791901,-1.41216124637211,0.157902488413414,0.549172893893986
"AOC2",3.08443361320438,-0.490717133527776,0.347554458177397,-1.4119143690492,0.157975176304422,0.549310754258535
"BIRC7",2.23614854103118,-0.909634166993758,0.644414950403507,-1.41156589620427,0.158077820013728,0.54932290329253
"PNPLA3",8.84417408764449,-0.423120663203269,0.299706686810838,-1.41178252546072,0.158014005285908,0.54932290329253
"SNX30",286.812989296147,0.197585813983273,0.139968706538142,1.41164277980543,0.158055169379588,0.54932290329253
"WDHD1",71.6005884999207,-0.23015250948782,0.163073175972955,-1.41134498739381,0.158142915513005,0.549434238867403
"UCKL1",221.969510871935,0.265402149199875,0.188064823503963,1.41122696023098,0.158177703056926,0.549440251308082
"POLDIP2",656.714622920949,0.112565784412243,0.0797892837494898,1.41078825529578,0.158307058563448,0.549659832960741
"XPO5",230.202611521772,-0.183722546451586,0.130216819536524,-1.41089720287673,0.158274927061995,0.549659832960741
"CCL26",3.85681552442148,0.558941285851882,0.396470918364606,1.40979138686249,0.158601290629781,0.550023864629922
"ENOPH1",191.869098020046,0.122125653692736,0.086643182606599,1.40952409663024,0.158680253382447,0.550023864629922
"GSPT2",58.0901960717334,-0.206957189446378,0.146768930827129,-1.41008855402879,0.158513536570506,0.550023864629922
"HELB",61.5163384939657,-0.250383167508746,0.177618097331327,-1.40967148770705,0.15863670750131,0.550023864629922
"NOCT",38.7970318833826,-0.485846525303688,0.344660951522837,-1.40963611676066,0.158647156827384,0.550023864629922
"PLXNC1",223.177187975081,-0.295784062722662,0.209860052584376,-1.40943480705428,0.158706637896144,0.550023864629922
"PSMD13",1082.24600803638,-0.158565171037532,0.112495766358298,-1.40952123062572,0.158681100217356,0.550023864629922
"TAS2R5",2.27489525935903,-0.570756982693544,0.404888028256184,-1.40966623575348,0.158638259006597,0.550023864629922
"ZFX",384.87832041664,-0.172949622863271,0.122709405765058,-1.40942433699339,0.158709731951453,0.550023864629922
"ZFP2",6.67169351438713,-0.30558690061929,0.216860886987663,-1.4091379264564,0.158794388140748,0.550202527681337
"ADAMTS7",33.4280273861886,0.477085400070522,0.338631879058674,1.40886144977466,0.158876140533104,0.550371057065595
"P2RY10",109.832449601261,-0.384604147768686,0.273081239096196,-1.40838729544949,0.159016419097906,0.550742217509125
"ZNF787",203.782456802944,0.207365190584852,0.147247831132072,1.40827331031354,0.15905015557237,0.550744299118407
"RRP1",116.57521877654,-0.238527662292228,0.16939283070915,-1.40813316179705,0.159091643113296,0.550773213952529
"LPAR1",322.233904252482,-0.149140604025406,0.105969229181094,-1.40739538428213,0.159310179133743,0.551300122294805
"PROX1",165.382688855583,-0.184287242293853,0.130937599574638,-1.40744326222968,0.15929599038817,0.551300122294805
"FAT4",122.323418728204,-0.312648900593769,0.222205650733147,-1.40702497691761,0.159419982566459,0.551419739545515
"MED21",237.818939209942,0.122998978509912,0.0874228544951632,1.40694306105867,0.159444273404473,0.551419739545515
"SYNGR2",1318.80163053752,-0.181336014744679,0.128878205930205,-1.40703397782308,0.15941731366259,0.551419739545515
"MFAP3L",13.9954739996781,0.474101363405487,0.337086092378863,1.40646966494431,0.15958470629817,0.551790597749507
"LIPN",1.02690297079352,-0.853537032679136,0.607114928827811,-1.40589037124668,0.159756680957783,0.551991093116359
"SAP30L",710.281585596878,0.169207797222354,0.120346845198964,1.40600110408054,0.159723796920959,0.551991093116359
"SULT1A2",823.806701177576,0.288838377365772,0.205434331274382,1.40598884117374,0.159727438351879,0.551991093116359
"ZCCHC14",452.284679842371,0.219086156094319,0.15584148874318,1.40582689411652,0.159775533901859,0.551991093116359
"GALM",919.532762287957,0.178374573598326,0.126898342824045,1.4056493538742,0.15982827294894,0.552028002575352
"SHMT1",325.267633224112,0.276950355027091,0.197038127633122,1.40556733031265,0.159852642825051,0.552028002575352
"PRPSAP1",202.568021784268,0.0956779279444343,0.0680811913958873,1.40535037625993,0.159917115207153,0.552135931005003
"COL21A1",7.3491119863421,-0.518783692240133,0.369231438577869,-1.40503661941215,0.160010389317768,0.552343235898364
"CDH17",5054.36379949277,0.258638483476729,0.184162530326147,1.40440339855609,0.16019875944266,0.552485138277125
"CTDSPL2",395.334491292471,-0.112349195159165,0.0799900633796488,-1.40453939417367,0.160158289426507,0.552485138277125
"KIF26A",44.5607129355338,-0.299655128525356,0.213394910624181,-1.40422809357947,0.160250938669997,0.552485138277125
"PRRT4",1.11762409832153,-0.706044467967239,0.502790557124401,-1.40425164705818,0.160243927270206,0.552485138277125
"SRP9",1109.92383232947,0.211286147137571,0.150444721575711,1.40441050323751,0.160196645017196,0.552485138277125
"TMCO6",100.43931895221,-0.618841625422911,0.440697205723961,-1.40423315007478,0.160249433432871,0.552485138277125
"PPCS",772.282670234452,0.123025155836572,0.0876224996530987,1.40403613596547,0.160308089261388,0.552567555291069
"MAP2K6",457.860313228524,0.180171406141126,0.128336511063295,1.40389827219369,0.16034914426543,0.552594469590653
"ANP32E",480.254906023376,-0.169871524137314,0.121023182506924,-1.40362797125745,0.160429661327755,0.552642777394533
"ARHGAP45",771.920288234677,-0.291251992942279,0.20748616601228,-1.40371764797582,0.160402945100187,0.552642777394533
"ARMCX2",73.2020966664816,-0.246857114119707,0.175914070290878,-1.40328237366984,0.16053265221369,0.552882969839151
"DAGLA",76.1793618984784,0.316359430956953,0.22553533400495,1.40270451347552,0.160704970853598,0.553247166644088
"NOTCH2NLC",89.3615829944232,-0.340184588012721,0.242505000338518,-1.40279411780314,0.160678241577588,0.553247166644088
"ALDH4A1",47.1518871179121,0.369667715255013,0.263664094246213,1.40204041172861,0.160903179406574,0.553726716749738
"KRBA1",26.6221465802715,-0.344338064163076,0.245602345065419,-1.40201456167431,0.160910898375623,0.553726716749738
"COQ9",379.511057145756,0.162861443460459,0.116178507650505,1.4018207563002,0.160968778642745,0.553811233661988
"NAT10",304.255462566824,-0.175001231302706,0.124848637034427,-1.40170718287016,0.161002704827337,0.553813318902146
"TVP23C-CDRT4",56.6863031100965,0.302573228676396,0.215916856208195,1.40134139589659,0.161112007911302,0.554074629317972
"CALY",10.6886892960057,-0.63483430064405,0.45320971372213,-1.40075175227439,0.161288320983506,0.55437194316988
"LOXHD1",1.21657420344892,-0.712629481607156,0.508790473800384,-1.40063448178227,0.161323404142298,0.55437194316988
"SLC7A9",2752.35393007259,0.347693306387804,0.248238289482624,1.40064333794945,0.161320754491009,0.55437194316988
"TAB1",168.23765962138,0.125137070831088,0.0893449375360382,1.40060617066986,0.161331874683395,0.55437194316988
"RBBP7",777.201325405109,-0.154055006180428,0.110019055256287,-1.40025749013714,0.161436225673352,0.554615855088215
"LSM11",71.0162332067506,-0.127628203455707,0.0912142283879258,-1.39921375986338,0.161748891557479,0.555575186314704
"GINS4",39.192056487585,-0.28008073649986,0.200192438247823,-1.39905752160899,0.161795734506286,0.555621260997725
"MYO18B",0.861742766791388,-0.92361264049132,0.660258142940565,-1.39886595927142,0.161853182205295,0.555703726799052
"FGF14",8.08023694857293,-0.3847192031752,0.275198185887356,-1.39797143623858,0.162121644883748,0.55583694283424
"FLVCR1",1167.51639787273,0.305244527464184,0.218354326121571,1.3979321265851,0.162133450131771,0.55583694283424
"H4C4",269.249078561074,-0.663194956281799,0.474434700682077,-1.39786351067565,0.162154058019787,0.55583694283424
"KLHL30",3.79872021364994,-0.627172660631064,0.44853759060029,-1.39826109065174,0.162034677544152,0.55583694283424
"NAT8",274.852657584972,0.491930442178389,0.351801746492931,1.39831722577385,0.162017827318616,0.55583694283424
"PLEKHG4",53.2160969509709,0.237207638031203,0.169613097625796,1.39852193817329,0.161956389471366,0.55583694283424
"PNMT",1.52713993899094,0.863020380375517,0.617491678118049,1.39762269024544,0.162226400919854,0.55583694283424
"RBM27",597.140793781269,0.117007093493568,0.083712834664335,1.39771988325009,0.162197201031812,0.55583694283424
"SNCG",69.2694995767154,-0.564901167818892,0.404157038267384,-1.39772690892782,0.162195090447181,0.55583694283424
"UTP25",121.83605323511,-0.170060883486352,0.121649611719485,-1.39795664846428,0.162126085786571,0.55583694283424
"APOA4",19956.6536288351,0.466854039888089,0.334130501773647,1.39722065902368,0.162347226103428,0.555936975813681
"ARHGAP29",85.1475729481285,-0.292846800163632,0.209630106326549,-1.39696919156952,0.162422835843285,0.555936975813681
"BTNL3",1054.28986325674,0.305301450438028,0.218537113815626,1.3970233481513,0.162406550119677,0.555936975813681
"TREM2",5.37691442535665,0.772957484660703,0.553263804926802,1.39708666603081,0.162387511014201,0.555936975813681
"ZSCAN5A",26.4151606013179,0.215211596792498,0.154045725429447,1.39706308755101,0.162394600649956,0.555936975813681
"LDLRAD4",331.245921334302,-0.162239850327106,0.116156849158741,-1.39673081270814,0.162494534710455,0.556067873465612
"IFITM10",10.9030884770998,-0.498842556878552,0.35719166151668,-1.39656831506201,0.162543423942202,0.556120677098259
"AREG",49.4616348298248,0.390492085442086,0.279721839369914,1.3960014217041,0.162714067026348,0.556164219094881
"DYNLT3",156.400017596293,0.191400190841413,0.137068034197186,1.39638823860321,0.162597614917743,0.556164219094881
"HELZ",693.798868093607,-0.114728434434689,0.0821881389623573,-1.39592447137945,0.162737240597452,0.556164219094881
"ITGAE",171.229213346611,0.190483706955919,0.136432026685194,1.39618029273614,0.162660209677531,0.556164219094881
"LY6E",248.270227833741,-0.327443650043645,0.234582159954508,-1.39585913143244,0.16275691966052,0.556164219094881
"TINAGL1",417.319485217653,0.346142710341933,0.24797352385276,1.3958857581403,0.162748900020998,0.556164219094881
"USP25",383.275562313835,-0.122029754394172,0.0874404445718629,-1.39557563998753,0.162842322306712,0.556341672982498
"SMPX",5.63705353800726,2.19932479006018,1.57613292337764,1.39539296301675,0.162897372195165,0.556415376748015
"GEMIN6",116.49989582154,-0.129202756487135,0.0926171164262951,-1.3950202886089,0.163009721524107,0.556684730111401
"BTNL8",1397.72178176681,0.387150867917463,0.277612256459055,1.39457411879278,0.163144304195669,0.557029884970463
"HSF5",2.87602720413266,-0.689618270447514,0.494572988969625,-1.39437107530728,0.163205577968831,0.557124648063245
"AP2B1",1028.7307699977,0.203337377463885,0.145908304996681,1.39359700922103,0.163439332176461,0.557388190197212
"CFHR1",3.29089120938948,-1.06170326247675,0.761961919696796,-1.39338100111254,0.16350460780814,0.557388190197212
"KCNG3",2.31376647004279,0.627383161394086,0.450376812218385,1.39301834458092,0.163614243412686,0.557388190197212
"LRRC4C",5.36272961497325,-0.479306526497221,0.3438564809127,-1.39391447625182,0.163343432262087,0.557388190197212
"MCM9",159.112822797666,-0.2374580854005,0.170479930721228,-1.39287999705253,0.163656082198224,0.557388190197212
"NAGS",315.912118847661,0.239879368388321,0.172181915672121,1.39317400118322,0.163567179689848,0.557388190197212
"NFATC2IP",868.668269225142,-0.132739171211658,0.0953210426696837,-1.39254846038182,0.163756377676732,0.557388190197212
"NOTCH2",465.856471520859,-0.233502147865369,0.167669854205887,-1.39263046998684,0.163731564066233,0.557388190197212
"PNMA8B",14.7797381796662,-0.38864190958197,0.279078840532879,-1.39258823363279,0.163744343147582,0.557388190197212
"TFAP4",71.582400977604,0.406979108506797,0.292279471632752,1.39243138162698,0.163791807055495,0.557388190197212
"TM9SF1",337.296508201453,0.171687567925309,0.123210625429082,1.39344774306117,0.16348443691742,0.557388190197212
"TMEM100",27.9837300192341,-0.358214833276265,0.257215761740609,-1.39266284014706,0.163721770620961,0.557388190197212
"TUT7",792.101119012078,-0.0934594741705758,0.0670747400386105,-1.39336319629084,0.163509989135402,0.557388190197212
"XPO1",760.663545518826,-0.111392328472681,0.0799240686229243,-1.39372695099172,0.163400074452136,0.557388190197212
"ZNF117",34.8249625663771,-0.445872592784598,0.32014036619927,-1.39274093447831,0.163698145352303,0.557388190197212
"ZNF697",57.6354107182633,-0.207166683472201,0.148790255369326,-1.39234039862337,0.163819343548125,0.557388190197212
"ALK",5.46668723972746,-0.783415905445316,0.562900022505788,-1.39174964313891,0.163998223727159,0.55759309314442
"C16orf46",5.14354134197377,-0.310376893598319,0.222987854498021,-1.39190044362292,0.163952547506001,0.55759309314442
"C9orf85",117.995258699835,-0.126535376037888,0.0909294015252052,-1.39157823449232,0.164050153632808,0.55759309314442
"EAF2",60.410245040211,-0.508992730238867,0.365757633492632,-1.3916120502489,0.164039907841756,0.55759309314442
"GSR",1615.3949229493,0.18216730673814,0.130916512387878,1.39147692995683,0.164080850644929,0.55759309314442
"NAA20",265.2139604558,0.120500602865963,0.0865867963292673,1.39167411169401,0.164021105181562,0.55759309314442
"MTMR10",182.128465562935,-0.502455656851681,0.361131433908659,-1.3913373627253,0.16412314899823,0.557622824918149
"SKA2",243.059133528851,-0.134754971499401,0.0968619789314017,-1.39120605407862,0.164162951939002,0.557644067888445
"SPOCD1",4.90172823275467,0.465961790629297,0.334964441326193,1.39107837472079,0.164201661724442,0.557661589603994
"STXBP4",150.142455630628,-0.16368649184269,0.117688565362131,-1.39084448297099,0.164272590782967,0.557788504883288
"CTSW",33.0078433490202,-0.478035625149323,0.343818552677736,-1.39037181509338,0.16441600056263,0.557926484404691
"FABP1",17956.9218077592,0.307453868215494,0.221110237238098,1.39050037689761,0.164376984940439,0.557926484404691
"FGR",84.7586208858043,-0.358575276634801,0.25806169699899,-1.38949437597554,0.164682469916937,0.557926484404691
"G3BP1",1158.74762634584,-0.113680133738669,0.0817902435237608,-1.38989846271388,0.164559712506071,0.557926484404691
"MAP4K3",300.215515690209,0.171905540623624,0.123634474764013,1.39043370347751,0.164397217956462,0.557926484404691
"MTHFS",120.103814712561,0.659613647122711,0.474457537959819,1.39024800819704,0.164453579769435,0.557926484404691
"SLC7A5",73.2618853573948,0.404093423366443,0.290682041718779,1.39015613409439,0.164481470570925,0.557926484404691
"SNAI3",28.6576690210893,-0.358122261485198,0.257716380741459,-1.38959836567186,0.164650872325105,0.557926484404691
"TSPAN8",8431.74574491991,0.263618925536704,0.189663825718196,1.38992728074773,0.164550960515937,0.557926484404691
"WNT6",4.51152777895006,-0.657496300858647,0.473130095398585,-1.38967338424064,0.164628080535144,0.557926484404691
"YWHAZ",5609.32503340133,0.148701168885412,0.107011435349094,1.38958204233329,0.164655831920073,0.557926484404691
"E2F3",251.652158038777,-0.17655463703184,0.127100653468557,-1.38909307083553,0.164804450541157,0.558112219324483
"EEIG1",1311.14973467061,0.170802487328075,0.122951404248547,1.38918695863608,0.164775906331094,0.558112219324483
"C10orf143",19.1824878997211,-0.286439593027737,0.206308263884799,-1.38840581387318,0.16501350701318,0.558365126234949
"DDX46",650.107137261124,-0.100923040583023,0.0726881953855122,-1.38843783433834,0.165003762286346,0.558365126234949
"PDHA1",904.349972265257,0.124355190566427,0.0895661075576214,1.3884179401949,0.165009816581951,0.558365126234949
"SGMS2",574.674265037509,0.19430258338327,0.139930949560166,1.38856045781156,0.164966448525742,0.558365126234949
"RAPSN",0.837463402684796,-0.5957156539416,0.429103186662623,-1.38828065709513,0.165051599891885,0.558380346387751
"MARK2",565.465418571612,0.1445993404826,0.104175517271502,1.38803573305757,0.165126164440461,0.558518921278981
"VPS26A",377.796994695294,0.149720812699947,0.107882648130118,1.38781180565171,0.165194358971587,0.558635898365565
"TIAL1",492.905740163293,-0.111772159562726,0.0805450485533405,-1.38769746334817,0.165229188787433,0.558640021732286
"BBX",668.253877110964,-0.111719588853259,0.0805238316363521,-1.38741024343933,0.165316703240509,0.558708606051341
"CNRIP1",74.5582574608222,-0.279075507665458,0.201142358764451,-1.38745269459762,0.165303766390806,0.558708606051341
"CPOX",118.595730536427,0.153525965994644,0.110698686392318,1.38688155205876,0.165477884029397,0.559136186020616
"GPATCH11",278.14746558142,-0.12274887178293,0.088513930600779,-1.38677461219703,0.165510500885713,0.559136186020616
"EMX1",2.12606294322026,-0.628362290117271,0.45320325373132,-1.38649112720138,0.165596987745218,0.559208228911293
"KTI12",36.311924999993,0.601705063791845,0.434082280982031,1.38615440010728,0.165699762119208,0.559208228911293
"PTGES3L-AARSD1",4.13518708247764,-0.697737804492487,0.503336368173804,-1.38622569043442,0.165677999193187,0.559208228911293
"UBE2A",426.404730830433,0.187757178814521,0.135454622133283,1.38612603879825,0.165708420624871,0.559208228911293
"VAMP8",1735.69932018727,0.332552717012749,0.239864380638996,1.38641975989445,0.165618766156639,0.559208228911293
"ZWILCH",160.186584734092,-0.161347061534902,0.116408387987194,-1.38604325963737,0.165733694459842,0.559208228911293
"ST6GALNAC4",117.055083887392,0.356668338721918,0.257357274116366,1.38588792543959,0.165781128363829,0.559254746201585
"TRA2A",530.294375065478,-0.119947206948824,0.0865661695743588,-1.38561296564926,0.16586511698871,0.559424535200759
"UCP3",9.53010056700554,-0.336525902989927,0.24295570649057,-1.385132738189,0.166011882999312,0.559805945898064
"ACSS2",1067.60556809269,0.178099917984234,0.128599038461614,1.38492418073091,0.166075652263002,0.559907386665996
"B3GAT1",3.51368754479383,-0.567949825850853,0.410147032186295,-1.3847468865577,0.166129876840739,0.559976613865325
"INTS2",113.76320385903,-0.148305886050074,0.107118181727085,-1.38450712716471,0.166203227285399,0.559996724247035
"LPIN1",315.92380260053,-0.155107902454085,0.112023536290358,-1.38460101859359,0.166174499845499,0.559996724247035
"FBXL15",227.280981705498,0.187978869499745,0.135790168261536,1.38433343080989,0.166256382041305,0.560062287375056
"PEX13",228.416386813462,0.180339318359432,0.130313071902336,1.38389277243489,0.166391290171688,0.560403167972366
"GARS1",445.725237069566,0.180041695624416,0.130125026958688,1.38360544341386,0.16647930064546,0.560585991901983
"F7",5.87056419360454,0.578981733354255,0.418502454603994,1.38346078257083,0.166523624308988,0.560610954876069
"PPIA",6107.03125854329,0.219506194414689,0.158675991777078,1.38336109928382,0.166554172142352,0.560610954876069
"HECW2",46.9061343100119,-0.258373706674704,0.186861002753198,-1.38270534176657,0.166755233334736,0.561155308327863
"KLHL35",3.35102368996272,-0.54874556638344,0.396890079994657,-1.38261345909887,0.166783419959067,0.561155308327863
"NKAPL",8.29547329480956,-0.393139741676371,0.284371041023273,-1.38248866783941,0.166821707607289,0.561170532714177
"SEMA6D",914.428473327485,0.253405378368255,0.183330855878682,1.38222983334538,0.166901142596339,0.561324138222128
"AGPAT2",2103.72576315735,0.243358297324746,0.176095459387356,1.38196804262529,0.166981513749401,0.561480829461621
"TNS3",907.475773754638,-0.184097008215459,0.133233394374555,-1.38176325147067,0.167044406003988,0.561578695831774
"CEACAM19",35.1309126911141,-0.25959371594541,0.187943467998171,-1.38123297771613,0.167207338100611,0.562012773826138
"PCP4",4.72062355973143,0.67059930039891,0.485569591048813,1.38105703643929,0.167261424251835,0.562063311738196
"RNF112",18.3927459096084,-0.368278087319856,0.266681873876727,-1.38096407515905,0.167290006808787,0.562063311738196
"GFRA3",17.0355019440684,-0.391426646014105,0.283501352711054,-1.38068704883059,0.167375205117614,0.562235910319294
"ASB6",155.974070472307,0.287640972248156,0.208379346630907,1.38037179259249,0.167472200529072,0.562363347423409
"LDB1",320.201715498055,-0.257495443045646,0.186544425331539,-1.38034381133614,0.16748081160856,0.562363347423409
"ATXN3",255.648908535299,-0.133693236889511,0.0968715516945037,-1.38010834502918,0.167553288260585,0.562493072950752
"FREM3",1.71246780004235,-1.10029724120658,0.797493127697875,-1.37969495032867,0.167680588349375,0.562527181763951
"GTF3C6",412.456190857689,0.147881516768439,0.107170926975095,1.37986598550933,0.167627911248172,0.562527181763951
"NEURL3",50.5683817869588,0.329992069876892,0.239191717724678,1.37961327848621,0.167705746834159,0.562527181763951
"PSMB10",982.749858802465,0.181085952206865,0.131258091547017,1.37961743975228,0.167704464914422,0.562527181763951
"SLC12A4",113.92953579775,-0.266344425765367,0.193069538042085,-1.379525887234,0.167732670285912,0.562527181763951
"PALLD",844.437185272683,-0.18176101941162,0.131767845761788,-1.37940343762021,0.167770399960149,0.562540209347919
"BBLN",192.280229509164,0.300087466731889,0.217619588222765,1.37895429902527,0.167908844940697,0.562825848332033
"XNDC1N",24.9314942042898,-0.269999152325828,0.195806590380996,-1.37890737896242,0.167923312789757,0.562825848332033
"SERPINA10",4.97875447895144,0.426768138679927,0.309554057226844,1.37865464437182,0.168001259859225,0.562860096778911
"SLC6A19",6408.78853223482,0.346522440925011,0.251345253214435,1.37867111669452,0.167996178724851,0.562860096778911
"TRPV1",111.36155789907,-0.300934880139548,0.218304729076639,-1.37850829623531,0.168046408198327,0.562897894128253
"PEX7",65.9902007012324,0.222871851556094,0.161711249296138,1.37820870549304,0.16813886022904,0.562980659924833
"TAF4",44.0579165271354,-0.31292260168214,0.227041383486542,-1.37826239814421,0.168122288168594,0.562980659924833
"GDF9",2.03998964231976,-0.456232551356361,0.331121588738908,-1.37783994421488,0.168252710323766,0.563248398447393
"S100A6",9918.0514393931,0.28102250866049,0.204004056134112,1.37753392744185,0.168347232825389,0.563358644885646
"TMEM35A",18.9605417209005,0.403744203527313,0.293096290641662,1.37751386291316,0.16835343175182,0.563358644885646
"KIF22",273.681681344617,-0.19690704017311,0.142967715448818,-1.37728325276067,0.168424690948644,0.563483653030881
"SNX20",97.4271034705287,-0.359390334616912,0.260971589626484,-1.37712436488313,0.168473800928189,0.563534523088636
"P2RY8",132.64753867513,-0.447327279887311,0.324865342176164,-1.37696214958116,0.168523950454029,0.563588849194451
"ARMC1",411.852452292773,0.152876299218806,0.111060206041319,1.37651733836987,0.168661523145311,0.563656052669673
"EZH2",168.840445430464,-0.197446124002535,0.143467858963777,-1.37623942692548,0.168747519287906,0.563656052669673
"POMK",31.8893315207931,-0.287431052259565,0.208823926798937,-1.37642777178649,0.168689234786858,0.563656052669673
"PPM1G",928.45606596667,-0.13157671815301,0.0955892010477205,-1.37648099064374,0.168672768614623,0.563656052669673
"RREB1",491.234319825298,0.152482614482998,0.110780721842803,1.37643636858921,0.168686574812765,0.563656052669673
"TRMT10C",166.475906777643,0.134653336209289,0.0978412080945946,1.37624359747382,0.168746228521933,0.563656052669673
"PIAS1",536.335004529341,-0.0878295864668689,0.0638409395437367,-1.37575648313725,0.168897038326971,0.563702344183249
"TCP1",1395.82767182854,0.129163451515514,0.0938655552642368,1.37604738129884,0.168806964572152,0.563702344183249
"TRMT2B",145.589192458465,0.159979204477343,0.116269971916943,1.37592881325906,0.168843673647056,0.563702344183249
"ZNF397",297.311209294815,-0.15661343268162,0.113829450389426,-1.3758603959329,0.168864858612757,0.563702344183249
"TTLL11",55.4006061504806,-0.167400850670864,0.121705133892068,-1.37546252419656,0.168988096448189,0.563779837628533
"YIF1A",618.763766774137,0.164731790961741,0.119758903840358,1.37552854676538,0.168967641776542,0.563779837628533
"CIMAP1C",4.15990201095453,-0.734404537993141,0.534111328115853,-1.37500273694596,0.16913059618388,0.564028820058643
"ZBTB9",14.4878246603471,0.933252626475984,0.678721291574773,1.37501598676925,0.169126488466509,0.564028820058643
"ANO3",5.08491880772643,-1.35047024625679,0.982444756763419,-1.37460171369411,0.16925495704185,0.564086875310256
"BNIP2",596.380937184038,-0.307302397200107,0.223548850503995,-1.37465433844678,0.169238633732063,0.564086875310256
"CARD19",136.220495515986,0.201341832277844,0.146482744661465,1.374508872995,0.169283757538509,0.564086875310256
"GPCPD1",510.309954142709,-0.164773711447649,0.119850488899006,-1.37482719479349,0.169185024920763,0.564086875310256
"MTAP",190.103918506342,-0.121386970645035,0.0883473312685163,-1.37397439064798,0.16944963300906,0.564526428190737
"AUTS2",377.551221389248,0.153420063008265,0.111851779634605,1.37163721050711,0.17017640396874,0.564571259553779
"CCDC194",5.80547726232787,-0.548116179345722,0.399154350699527,-1.37319354877414,0.16969218470627,0.564571259553779
"CDCA4",80.0785358867009,-0.24990548059075,0.182167948612092,-1.37184110868426,0.170112906805879,0.564571259553779
"CEP83",157.677056338686,-0.300499656086088,0.21887430393902,-1.37293254931291,0.169773316581871,0.564571259553779
"DYDC2",1.01996896417238,0.716999189750629,0.522504683667958,1.37223495245503,0.169990307816019,0.564571259553779
"F5",25.0167419137759,-0.317780004612417,0.231564952393797,-1.37231477098487,0.169965469308273,0.564571259553779
